"","country_long","nace","year","shortage","NACE2_1D"
"468","Austria","Professional, scientific and technical activities; administrative and support service activities","2008",NA,NA
"469","Austria","Professional, scientific and technical activities; administrative and support service activities","2009",2.575,NA
"470","Austria","Professional, scientific and technical activities; administrative and support service activities","2010",4.025,NA
"471","Austria","Professional, scientific and technical activities; administrative and support service activities","2011",3.825,NA
"472","Austria","Professional, scientific and technical activities; administrative and support service activities","2012",3.675,NA
"473","Austria","Professional, scientific and technical activities; administrative and support service activities","2013",3.075,NA
"474","Austria","Professional, scientific and technical activities; administrative and support service activities","2014",3.05,NA
"475","Austria","Professional, scientific and technical activities; administrative and support service activities","2015",3.05,NA
"476","Austria","Professional, scientific and technical activities; administrative and support service activities","2016",2.95,NA
"477","Austria","Professional, scientific and technical activities; administrative and support service activities","2017",4.2,NA
"478","Austria","Professional, scientific and technical activities; administrative and support service activities","2018",5,NA
"479","Austria","Professional, scientific and technical activities; administrative and support service activities","2019",5.025,NA
"480","Austria","Professional, scientific and technical activities; administrative and support service activities","2020",4.025,NA
"481","Austria","Professional, scientific and technical activities; administrative and support service activities","2021",4.925,NA
"482","Austria","Professional, scientific and technical activities; administrative and support service activities","2022",7.25,NA
"483","Austria","Professional, scientific and technical activities; administrative and support service activities","2023",7.2,NA
"484","Austria","Public administration and defence; compulsory social security","2001",NA,"O"
"485","Austria","Public administration and defence; compulsory social security","2002",NA,"O"
"486","Austria","Public administration and defence; compulsory social security","2003",NA,"O"
"487","Austria","Public administration and defence; compulsory social security","2004",NA,"O"
"488","Austria","Public administration and defence; compulsory social security","2005",NA,"O"
"489","Austria","Public administration and defence; compulsory social security","2006",NA,"O"
"490","Austria","Public administration and defence; compulsory social security","2007",NA,"O"
"491","Austria","Public administration and defence; compulsory social security","2008",NA,"O"
"492","Austria","Public administration and defence; compulsory social security","2009",0.325,"O"
"493","Austria","Public administration and defence; compulsory social security","2010",0.275,"O"
"494","Austria","Public administration and defence; compulsory social security","2011",0.35,"O"
"495","Austria","Public administration and defence; compulsory social security","2012",0.3,"O"
"496","Austria","Public administration and defence; compulsory social security","2013",0.45,"O"
"497","Austria","Public administration and defence; compulsory social security","2014",0.4,"O"
"498","Austria","Public administration and defence; compulsory social security","2015",0.55,"O"
"499","Austria","Public administration and defence; compulsory social security","2016",0.675,"O"
"500","Austria","Public administration and defence; compulsory social security","2017",1,"O"
"501","Austria","Public administration and defence; compulsory social security","2018",0.75,"O"
"502","Austria","Public administration and defence; compulsory social security","2019",0.9,"O"
"503","Austria","Public administration and defence; compulsory social security","2020",0.675,"O"
"504","Austria","Public administration and defence; compulsory social security","2021",0.875,"O"
"505","Austria","Public administration and defence; compulsory social security","2022",1,"O"
"506","Austria","Public administration and defence; compulsory social security","2023",1.4,"O"
"507","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2001",NA,NA
"508","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2002",NA,NA
"509","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2003",NA,NA
"510","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2004",NA,NA
"511","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2005",NA,NA
"512","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2006",NA,NA
"513","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2007",NA,NA
"514","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2008",NA,NA
"515","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2009",0.975,NA
"516","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2010",0.9,NA
"517","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2011",1.025,NA
"518","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2012",0.95,NA
"519","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2013",0.875,NA
"520","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2014",0.875,NA
"521","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2015",0.975,NA
"522","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2016",1.125,NA
"523","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2017",1.25,NA
"524","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018",1.525,NA
"525","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2019",1.525,NA
"526","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2020",1.35,NA
"527","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2021",1.675,NA
"528","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2022",2.4,NA
"529","Austria","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2023",2.6,NA
