"","country_long","year","decile","income"
"1000","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2014","10",40535
"1001","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","1",6783
"1002","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","2",10063
"1003","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","3",12476.5
"1004","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","4",14601.5
"1005","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","5",16703.5
"1006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","6",18922
"1007","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","7",21496.5
"1008","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","8",24802.5
"1009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","9",30001
"1010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2015","10",40862
"1011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","1",6857
"1012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","2",10324
"1013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","3",12771
"1014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","4",14947.5
"1015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","5",17138
"1016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","6",19420.5
"1017","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","7",22016.5
"1018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","8",25364
"1019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","9",30582
"1020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2016","10",41691
"1021","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","1",7235
"1022","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","2",10725.5
"1023","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","3",13229
"1024","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","4",15421
"1025","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","5",17603.5
"1026","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","6",19922
"1027","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","7",22593.5
"1028","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","8",25987
"1029","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","9",31350.5
"1030","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2017","10",42615
"1031","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","1",7458
"1032","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","2",11012
"1033","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","3",13588.5
"1034","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","4",15829
"1035","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","5",18082.5
"1036","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","6",20442
"1037","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","7",23072.5
"1038","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","8",26429.5
"1039","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","9",31874
"1040","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2018","10",43631
"1041","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","1",7714
"1042","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","2",11395
"1043","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","3",14035
"1044","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","4",16340
"1045","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","5",18605
"1046","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","6",20963.5
"1047","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","7",23657.5
"1048","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","8",27079.5
"1049","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","9",32577.5
"1050","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2019","10",44489
"1051","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","1",7816
"1052","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","2",11839.5
"1053","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","3",14693
"1054","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","4",17156
"1055","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","5",19575
"1056","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","6",22149
"1057","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","7",25081.5
"1058","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","8",28833
"1059","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","9",34872.5
"1060","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2020","10",47816
"1061","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","1",7924
"1062","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","2",11843.5
"1063","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","3",14624
"1064","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","4",17100
"1065","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","5",19552
"1066","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","6",22146.5
"1067","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","7",25127
"1068","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","8",28890
"1069","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","9",35064
"1070","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2021","10",48052
"1071","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","1",NA
"1072","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","2",NA
"1073","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","3",NA
"1074","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","4",NA
"1075","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","5",NA
"1076","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","6",NA
"1077","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","7",NA
"1078","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","8",NA
"1079","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","9",NA
"1080","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","2022","10",NA
"1081","Euro area – 20 countries (from 2023)","2005","1",NA
"1082","Euro area – 20 countries (from 2023)","2005","2",NA
"1083","Euro area – 20 countries (from 2023)","2005","3",NA
"1084","Euro area – 20 countries (from 2023)","2005","4",NA
"1085","Euro area – 20 countries (from 2023)","2005","5",NA
"1086","Euro area – 20 countries (from 2023)","2005","6",NA
"1087","Euro area – 20 countries (from 2023)","2005","7",NA
"1088","Euro area – 20 countries (from 2023)","2005","8",NA
"1089","Euro area – 20 countries (from 2023)","2005","9",NA
"1090","Euro area – 20 countries (from 2023)","2005","10",NA
"1091","Euro area – 20 countries (from 2023)","2006","1",NA
"1092","Euro area – 20 countries (from 2023)","2006","2",NA
"1093","Euro area – 20 countries (from 2023)","2006","3",NA
"1094","Euro area – 20 countries (from 2023)","2006","4",NA
"1095","Euro area – 20 countries (from 2023)","2006","5",NA
"1096","Euro area – 20 countries (from 2023)","2006","6",NA
"1097","Euro area – 20 countries (from 2023)","2006","7",NA
"1098","Euro area – 20 countries (from 2023)","2006","8",NA
"1099","Euro area – 20 countries (from 2023)","2006","9",NA
"1100","Euro area – 20 countries (from 2023)","2006","10",NA
"1101","Euro area – 20 countries (from 2023)","2007","1",NA
"1102","Euro area – 20 countries (from 2023)","2007","2",NA
"1103","Euro area – 20 countries (from 2023)","2007","3",NA
"1104","Euro area – 20 countries (from 2023)","2007","4",NA
"1105","Euro area – 20 countries (from 2023)","2007","5",NA
"1106","Euro area – 20 countries (from 2023)","2007","6",NA
"1107","Euro area – 20 countries (from 2023)","2007","7",NA
"1108","Euro area – 20 countries (from 2023)","2007","8",NA
"1109","Euro area – 20 countries (from 2023)","2007","9",NA
"1110","Euro area – 20 countries (from 2023)","2007","10",NA
"1111","Euro area – 20 countries (from 2023)","2008","1",NA
"1112","Euro area – 20 countries (from 2023)","2008","2",NA
"1113","Euro area – 20 countries (from 2023)","2008","3",NA
"1114","Euro area – 20 countries (from 2023)","2008","4",NA
"1115","Euro area – 20 countries (from 2023)","2008","5",NA
"1116","Euro area – 20 countries (from 2023)","2008","6",NA
"1117","Euro area – 20 countries (from 2023)","2008","7",NA
"1118","Euro area – 20 countries (from 2023)","2008","8",NA
"1119","Euro area – 20 countries (from 2023)","2008","9",NA
"1120","Euro area – 20 countries (from 2023)","2008","10",NA
"1121","Euro area – 20 countries (from 2023)","2009","1",NA
"1122","Euro area – 20 countries (from 2023)","2009","2",NA
"1123","Euro area – 20 countries (from 2023)","2009","3",NA
"1124","Euro area – 20 countries (from 2023)","2009","4",NA
"1125","Euro area – 20 countries (from 2023)","2009","5",NA
"1126","Euro area – 20 countries (from 2023)","2009","6",NA
"1127","Euro area – 20 countries (from 2023)","2009","7",NA
"1128","Euro area – 20 countries (from 2023)","2009","8",NA
"1129","Euro area – 20 countries (from 2023)","2009","9",NA
"1130","Euro area – 20 countries (from 2023)","2009","10",NA
"1131","Euro area – 20 countries (from 2023)","2010","1",NA
"1132","Euro area – 20 countries (from 2023)","2010","2",NA
"1133","Euro area – 20 countries (from 2023)","2010","3",NA
"1134","Euro area – 20 countries (from 2023)","2010","4",NA
"1135","Euro area – 20 countries (from 2023)","2010","5",NA
"1136","Euro area – 20 countries (from 2023)","2010","6",NA
"1137","Euro area – 20 countries (from 2023)","2010","7",NA
"1138","Euro area – 20 countries (from 2023)","2010","8",NA
"1139","Euro area – 20 countries (from 2023)","2010","9",NA
"1140","Euro area – 20 countries (from 2023)","2010","10",NA
"1141","Euro area – 20 countries (from 2023)","2011","1",NA
"1142","Euro area – 20 countries (from 2023)","2011","2",NA
"1143","Euro area – 20 countries (from 2023)","2011","3",NA
"1144","Euro area – 20 countries (from 2023)","2011","4",NA
"1145","Euro area – 20 countries (from 2023)","2011","5",NA
"1146","Euro area – 20 countries (from 2023)","2011","6",NA
"1147","Euro area – 20 countries (from 2023)","2011","7",NA
"1148","Euro area – 20 countries (from 2023)","2011","8",NA
"1149","Euro area – 20 countries (from 2023)","2011","9",NA
"1150","Euro area – 20 countries (from 2023)","2011","10",NA
"1151","Euro area – 20 countries (from 2023)","2012","1",NA
"1152","Euro area – 20 countries (from 2023)","2012","2",NA
"1153","Euro area – 20 countries (from 2023)","2012","3",NA
"1154","Euro area – 20 countries (from 2023)","2012","4",NA
"1155","Euro area – 20 countries (from 2023)","2012","5",NA
"1156","Euro area – 20 countries (from 2023)","2012","6",NA
"1157","Euro area – 20 countries (from 2023)","2012","7",NA
"1158","Euro area – 20 countries (from 2023)","2012","8",NA
"1159","Euro area – 20 countries (from 2023)","2012","9",NA
"1160","Euro area – 20 countries (from 2023)","2012","10",NA
"1161","Euro area – 20 countries (from 2023)","2013","1",NA
"1162","Euro area – 20 countries (from 2023)","2013","2",NA
"1163","Euro area – 20 countries (from 2023)","2013","3",NA
"1164","Euro area – 20 countries (from 2023)","2013","4",NA
"1165","Euro area – 20 countries (from 2023)","2013","5",NA
"1166","Euro area – 20 countries (from 2023)","2013","6",NA
"1167","Euro area – 20 countries (from 2023)","2013","7",NA
"1168","Euro area – 20 countries (from 2023)","2013","8",NA
"1169","Euro area – 20 countries (from 2023)","2013","9",NA
"1170","Euro area – 20 countries (from 2023)","2013","10",NA
"1171","Euro area – 20 countries (from 2023)","2014","1",6605
"1172","Euro area – 20 countries (from 2023)","2014","2",9841
"1173","Euro area – 20 countries (from 2023)","2014","3",12221
"1174","Euro area – 20 countries (from 2023)","2014","4",14277.5
"1175","Euro area – 20 countries (from 2023)","2014","5",16311.5
"1176","Euro area – 20 countries (from 2023)","2014","6",18490
"1177","Euro area – 20 countries (from 2023)","2014","7",21054.5
"1178","Euro area – 20 countries (from 2023)","2014","8",24306
"1179","Euro area – 20 countries (from 2023)","2014","9",29359.5
"1180","Euro area – 20 countries (from 2023)","2014","10",40177
"1181","Euro area – 20 countries (from 2023)","2015","1",6721
"1182","Euro area – 20 countries (from 2023)","2015","2",9973
"1183","Euro area – 20 countries (from 2023)","2015","3",12367
"1184","Euro area – 20 countries (from 2023)","2015","4",14477
"1185","Euro area – 20 countries (from 2023)","2015","5",16558.5
"1186","Euro area – 20 countries (from 2023)","2015","6",18756.5
"1187","Euro area – 20 countries (from 2023)","2015","7",21312.5
"1188","Euro area – 20 countries (from 2023)","2015","8",24591
"1189","Euro area – 20 countries (from 2023)","2015","9",29743.5
"1190","Euro area – 20 countries (from 2023)","2015","10",40519
"1191","Euro area – 20 countries (from 2023)","2016","1",6796
"1192","Euro area – 20 countries (from 2023)","2016","2",10234
"1193","Euro area – 20 countries (from 2023)","2016","3",12661.5
"1194","Euro area – 20 countries (from 2023)","2016","4",14820.5
"1195","Euro area – 20 countries (from 2023)","2016","5",16993
"1196","Euro area – 20 countries (from 2023)","2016","6",19257.5
"1197","Euro area – 20 countries (from 2023)","2016","7",21832.5
"1198","Euro area – 20 countries (from 2023)","2016","8",25152.5
"1199","Euro area – 20 countries (from 2023)","2016","9",30325
"1200","Euro area – 20 countries (from 2023)","2016","10",41335
"1201","Euro area – 20 countries (from 2023)","2017","1",7171
"1202","Euro area – 20 countries (from 2023)","2017","2",10634.5
"1203","Euro area – 20 countries (from 2023)","2017","3",13119
"1204","Euro area – 20 countries (from 2023)","2017","4",15294.5
"1205","Euro area – 20 countries (from 2023)","2017","5",17460
"1206","Euro area – 20 countries (from 2023)","2017","6",19761
"1207","Euro area – 20 countries (from 2023)","2017","7",22411.5
"1208","Euro area – 20 countries (from 2023)","2017","8",25777
"1209","Euro area – 20 countries (from 2023)","2017","9",31095.5
"1210","Euro area – 20 countries (from 2023)","2017","10",42266
"1211","Euro area – 20 countries (from 2023)","2018","1",7400
"1212","Euro area – 20 countries (from 2023)","2018","2",10921.5
"1213","Euro area – 20 countries (from 2023)","2018","3",13480
"1214","Euro area – 20 countries (from 2023)","2018","4",15704
"1215","Euro area – 20 countries (from 2023)","2018","5",17939.5
"1216","Euro area – 20 countries (from 2023)","2018","6",20282.5
"1217","Euro area – 20 countries (from 2023)","2018","7",22894
"1218","Euro area – 20 countries (from 2023)","2018","8",26225.5
"1219","Euro area – 20 countries (from 2023)","2018","9",31627
"1220","Euro area – 20 countries (from 2023)","2018","10",43281
"1221","Euro area – 20 countries (from 2023)","2019","1",7651
"1222","Euro area – 20 countries (from 2023)","2019","2",11306.5
"1223","Euro area – 20 countries (from 2023)","2019","3",13928.5
"1224","Euro area – 20 countries (from 2023)","2019","4",16218
"1225","Euro area – 20 countries (from 2023)","2019","5",18465
"1226","Euro area – 20 countries (from 2023)","2019","6",20806
"1227","Euro area – 20 countries (from 2023)","2019","7",23481
"1228","Euro area – 20 countries (from 2023)","2019","8",26877.5
"1229","Euro area – 20 countries (from 2023)","2019","9",32334.5
"1230","Euro area – 20 countries (from 2023)","2019","10",44156
"1231","Euro area – 20 countries (from 2023)","2020","1",7760
"1232","Euro area – 20 countries (from 2023)","2020","2",11751
"1233","Euro area – 20 countries (from 2023)","2020","3",14586.5
"1234","Euro area – 20 countries (from 2023)","2020","4",17033.5
"1235","Euro area – 20 countries (from 2023)","2020","5",19435
"1236","Euro area – 20 countries (from 2023)","2020","6",21990.5
"1237","Euro area – 20 countries (from 2023)","2020","7",24902.5
"1238","Euro area – 20 countries (from 2023)","2020","8",28625.5
"1239","Euro area – 20 countries (from 2023)","2020","9",34618
"1240","Euro area – 20 countries (from 2023)","2020","10",47462
"1241","Euro area – 20 countries (from 2023)","2021","1",7844
"1242","Euro area – 20 countries (from 2023)","2021","2",11741.5
"1243","Euro area – 20 countries (from 2023)","2021","3",14505
"1244","Euro area – 20 countries (from 2023)","2021","4",16969
"1245","Euro area – 20 countries (from 2023)","2021","5",19408
"1246","Euro area – 20 countries (from 2023)","2021","6",21988
"1247","Euro area – 20 countries (from 2023)","2021","7",24958.5
"1248","Euro area – 20 countries (from 2023)","2021","8",28712
"1249","Euro area – 20 countries (from 2023)","2021","9",34861.5
"1250","Euro area – 20 countries (from 2023)","2021","10",47897
"1251","Euro area – 20 countries (from 2023)","2022","1",8342
"1252","Euro area – 20 countries (from 2023)","2022","2",12209.5
"1253","Euro area – 20 countries (from 2023)","2022","3",15008
"1254","Euro area – 20 countries (from 2023)","2022","4",17508
"1255","Euro area – 20 countries (from 2023)","2022","5",19996.5
"1256","Euro area – 20 countries (from 2023)","2022","6",22647.5
"1257","Euro area – 20 countries (from 2023)","2022","7",25625.5
"1258","Euro area – 20 countries (from 2023)","2022","8",29412
"1259","Euro area – 20 countries (from 2023)","2022","9",35446.5
"1260","Euro area – 20 countries (from 2023)","2022","10",48286
"1261","Euro area - 19 countries  (2015-2022)","2005","1",5965
"1262","Euro area - 19 countries  (2015-2022)","2005","2",8426.5
"1263","Euro area - 19 countries  (2015-2022)","2005","3",10209.5
"1264","Euro area - 19 countries  (2015-2022)","2005","4",11784.5
"1265","Euro area - 19 countries  (2015-2022)","2005","5",13349.5
"1266","Euro area - 19 countries  (2015-2022)","2005","6",15027
"1267","Euro area - 19 countries  (2015-2022)","2005","7",16924.5
"1268","Euro area - 19 countries  (2015-2022)","2005","8",19368
"1269","Euro area - 19 countries  (2015-2022)","2005","9",23344
"1270","Euro area - 19 countries  (2015-2022)","2005","10",31747
"1271","Euro area - 19 countries  (2015-2022)","2006","1",5868
"1272","Euro area - 19 countries  (2015-2022)","2006","2",8451.5
"1273","Euro area - 19 countries  (2015-2022)","2006","3",10286.5
"1274","Euro area - 19 countries  (2015-2022)","2006","4",11892
"1275","Euro area - 19 countries  (2015-2022)","2006","5",13467
"1276","Euro area - 19 countries  (2015-2022)","2006","6",15118.5
"1277","Euro area - 19 countries  (2015-2022)","2006","7",17006.5
"1278","Euro area - 19 countries  (2015-2022)","2006","8",19506
"1279","Euro area - 19 countries  (2015-2022)","2006","9",23517.5
"1280","Euro area - 19 countries  (2015-2022)","2006","10",31842
"1281","Euro area - 19 countries  (2015-2022)","2007","1",6096
"1282","Euro area - 19 countries  (2015-2022)","2007","2",8839
"1283","Euro area - 19 countries  (2015-2022)","2007","3",10796
"1284","Euro area - 19 countries  (2015-2022)","2007","4",12507
"1285","Euro area - 19 countries  (2015-2022)","2007","5",14257
"1286","Euro area - 19 countries  (2015-2022)","2007","6",16117
"1287","Euro area - 19 countries  (2015-2022)","2007","7",18278.5
"1288","Euro area - 19 countries  (2015-2022)","2007","8",21058.5
"1289","Euro area - 19 countries  (2015-2022)","2007","9",25448
"1290","Euro area - 19 countries  (2015-2022)","2007","10",34542
"1291","Euro area - 19 countries  (2015-2022)","2008","1",6729
"1292","Euro area - 19 countries  (2015-2022)","2008","2",9565
"1293","Euro area - 19 countries  (2015-2022)","2008","3",11691.5
"1294","Euro area - 19 countries  (2015-2022)","2008","4",13593.5
"1295","Euro area - 19 countries  (2015-2022)","2008","5",15433
"1296","Euro area - 19 countries  (2015-2022)","2008","6",17433
"1297","Euro area - 19 countries  (2015-2022)","2008","7",19777
"1298","Euro area - 19 countries  (2015-2022)","2008","8",22818.5
"1299","Euro area - 19 countries  (2015-2022)","2008","9",27814
"1300","Euro area - 19 countries  (2015-2022)","2008","10",38449
"1301","Euro area - 19 countries  (2015-2022)","2009","1",6768
"1302","Euro area - 19 countries  (2015-2022)","2009","2",9846.5
"1303","Euro area - 19 countries  (2015-2022)","2009","3",12038
"1304","Euro area - 19 countries  (2015-2022)","2009","4",13993.5
"1305","Euro area - 19 countries  (2015-2022)","2009","5",15901.5
"1306","Euro area - 19 countries  (2015-2022)","2009","6",17968.5
"1307","Euro area - 19 countries  (2015-2022)","2009","7",20356.5
"1308","Euro area - 19 countries  (2015-2022)","2009","8",23468.5
"1309","Euro area - 19 countries  (2015-2022)","2009","9",28533.5
"1310","Euro area - 19 countries  (2015-2022)","2009","10",39023
"1311","Euro area - 19 countries  (2015-2022)","2010","1",6759
"1312","Euro area - 19 countries  (2015-2022)","2010","2",9898
"1313","Euro area - 19 countries  (2015-2022)","2010","3",12130
"1314","Euro area - 19 countries  (2015-2022)","2010","4",14097.5
"1315","Euro area - 19 countries  (2015-2022)","2010","5",16050
"1316","Euro area - 19 countries  (2015-2022)","2010","6",18160.5
"1317","Euro area - 19 countries  (2015-2022)","2010","7",20627
"1318","Euro area - 19 countries  (2015-2022)","2010","8",23800
"1319","Euro area - 19 countries  (2015-2022)","2010","9",28921
"1320","Euro area - 19 countries  (2015-2022)","2010","10",39445
"1321","Euro area - 19 countries  (2015-2022)","2011","1",6671
"1322","Euro area - 19 countries  (2015-2022)","2011","2",9794
"1323","Euro area - 19 countries  (2015-2022)","2011","3",12055
"1324","Euro area - 19 countries  (2015-2022)","2011","4",14025
"1325","Euro area - 19 countries  (2015-2022)","2011","5",16006
