"","country_long","year","decile","income"
"176","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2022","6",NA
"177","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2022","7",NA
"178","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2022","8",NA
"179","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2022","9",NA
"180","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2022","10",NA
"181","European Union - 27 countries (from 2020)","2005","1",NA
"182","European Union - 27 countries (from 2020)","2005","2",NA
"183","European Union - 27 countries (from 2020)","2005","3",NA
"184","European Union - 27 countries (from 2020)","2005","4",NA
"185","European Union - 27 countries (from 2020)","2005","5",NA
"186","European Union - 27 countries (from 2020)","2005","6",NA
"187","European Union - 27 countries (from 2020)","2005","7",NA
"188","European Union - 27 countries (from 2020)","2005","8",NA
"189","European Union - 27 countries (from 2020)","2005","9",NA
"190","European Union - 27 countries (from 2020)","2005","10",NA
"191","European Union - 27 countries (from 2020)","2006","1",NA
"192","European Union - 27 countries (from 2020)","2006","2",NA
"193","European Union - 27 countries (from 2020)","2006","3",NA
"194","European Union - 27 countries (from 2020)","2006","4",NA
"195","European Union - 27 countries (from 2020)","2006","5",NA
"196","European Union - 27 countries (from 2020)","2006","6",NA
"197","European Union - 27 countries (from 2020)","2006","7",NA
"198","European Union - 27 countries (from 2020)","2006","8",NA
"199","European Union - 27 countries (from 2020)","2006","9",NA
"200","European Union - 27 countries (from 2020)","2006","10",NA
"201","European Union - 27 countries (from 2020)","2007","1",NA
"202","European Union - 27 countries (from 2020)","2007","2",NA
"203","European Union - 27 countries (from 2020)","2007","3",NA
"204","European Union - 27 countries (from 2020)","2007","4",NA
"205","European Union - 27 countries (from 2020)","2007","5",NA
"206","European Union - 27 countries (from 2020)","2007","6",NA
"207","European Union - 27 countries (from 2020)","2007","7",NA
"208","European Union - 27 countries (from 2020)","2007","8",NA
"209","European Union - 27 countries (from 2020)","2007","9",NA
"210","European Union - 27 countries (from 2020)","2007","10",NA
"211","European Union - 27 countries (from 2020)","2008","1",NA
"212","European Union - 27 countries (from 2020)","2008","2",NA
"213","European Union - 27 countries (from 2020)","2008","3",NA
"214","European Union - 27 countries (from 2020)","2008","4",NA
"215","European Union - 27 countries (from 2020)","2008","5",NA
"216","European Union - 27 countries (from 2020)","2008","6",NA
"217","European Union - 27 countries (from 2020)","2008","7",NA
"218","European Union - 27 countries (from 2020)","2008","8",NA
"219","European Union - 27 countries (from 2020)","2008","9",NA
"220","European Union - 27 countries (from 2020)","2008","10",NA
"221","European Union - 27 countries (from 2020)","2009","1",NA
"222","European Union - 27 countries (from 2020)","2009","2",NA
"223","European Union - 27 countries (from 2020)","2009","3",NA
"224","European Union - 27 countries (from 2020)","2009","4",NA
"225","European Union - 27 countries (from 2020)","2009","5",NA
"226","European Union - 27 countries (from 2020)","2009","6",NA
"227","European Union - 27 countries (from 2020)","2009","7",NA
"228","European Union - 27 countries (from 2020)","2009","8",NA
"229","European Union - 27 countries (from 2020)","2009","9",NA
"230","European Union - 27 countries (from 2020)","2009","10",NA
"231","European Union - 27 countries (from 2020)","2010","1",5767
"232","European Union - 27 countries (from 2020)","2010","2",8448.5
"233","European Union - 27 countries (from 2020)","2010","3",10343
"234","European Union - 27 countries (from 2020)","2010","4",12016
"235","European Union - 27 countries (from 2020)","2010","5",13676
"236","European Union - 27 countries (from 2020)","2010","6",15460
"237","European Union - 27 countries (from 2020)","2010","7",17537.5
"238","European Union - 27 countries (from 2020)","2010","8",20211
"239","European Union - 27 countries (from 2020)","2010","9",24500
"240","European Union - 27 countries (from 2020)","2010","10",33305
"241","European Union - 27 countries (from 2020)","2011","1",5773
"242","European Union - 27 countries (from 2020)","2011","2",8454.5
"243","European Union - 27 countries (from 2020)","2011","3",10391
"244","European Union - 27 countries (from 2020)","2011","4",12082
"245","European Union - 27 countries (from 2020)","2011","5",13783
"246","European Union - 27 countries (from 2020)","2011","6",15613
"247","European Union - 27 countries (from 2020)","2011","7",17712
"248","European Union - 27 countries (from 2020)","2011","8",20413
"249","European Union - 27 countries (from 2020)","2011","9",24720.5
"250","European Union - 27 countries (from 2020)","2011","10",33705
"251","European Union - 27 countries (from 2020)","2012","1",5851
"252","European Union - 27 countries (from 2020)","2012","2",8596
"253","European Union - 27 countries (from 2020)","2012","3",10571.5
"254","European Union - 27 countries (from 2020)","2012","4",12307
"255","European Union - 27 countries (from 2020)","2012","5",14040
"256","European Union - 27 countries (from 2020)","2012","6",15905.5
"257","European Union - 27 countries (from 2020)","2012","7",18037.5
"258","European Union - 27 countries (from 2020)","2012","8",20761
"259","European Union - 27 countries (from 2020)","2012","9",25113
"260","European Union - 27 countries (from 2020)","2012","10",34125
"261","European Union - 27 countries (from 2020)","2013","1",5830
"262","European Union - 27 countries (from 2020)","2013","2",8645
"263","European Union - 27 countries (from 2020)","2013","3",10627.5
"264","European Union - 27 countries (from 2020)","2013","4",12358
"265","European Union - 27 countries (from 2020)","2013","5",14084.5
"266","European Union - 27 countries (from 2020)","2013","6",15935.5
"267","European Union - 27 countries (from 2020)","2013","7",18058.5
"268","European Union - 27 countries (from 2020)","2013","8",20789
"269","European Union - 27 countries (from 2020)","2013","9",25190.5
"270","European Union - 27 countries (from 2020)","2013","10",34396
"271","European Union - 27 countries (from 2020)","2014","1",5793
"272","European Union - 27 countries (from 2020)","2014","2",8595
"273","European Union - 27 countries (from 2020)","2014","3",10657.5
"274","European Union - 27 countries (from 2020)","2014","4",12439.5
"275","European Union - 27 countries (from 2020)","2014","5",14202
"276","European Union - 27 countries (from 2020)","2014","6",16086
"277","European Union - 27 countries (from 2020)","2014","7",18291.5
"278","European Union - 27 countries (from 2020)","2014","8",21096
"279","European Union - 27 countries (from 2020)","2014","9",25460
"280","European Union - 27 countries (from 2020)","2014","10",34762
"281","European Union - 27 countries (from 2020)","2015","1",5907
"282","European Union - 27 countries (from 2020)","2015","2",8763.5
"283","European Union - 27 countries (from 2020)","2015","3",10847.5
"284","European Union - 27 countries (from 2020)","2015","4",12690
"285","European Union - 27 countries (from 2020)","2015","5",14508.5
"286","European Union - 27 countries (from 2020)","2015","6",16420.5
"287","European Union - 27 countries (from 2020)","2015","7",18633.5
"288","European Union - 27 countries (from 2020)","2015","8",21483.5
"289","European Union - 27 countries (from 2020)","2015","9",25953
"290","European Union - 27 countries (from 2020)","2015","10",35311
"291","European Union - 27 countries (from 2020)","2016","1",5949
"292","European Union - 27 countries (from 2020)","2016","2",8997.5
"293","European Union - 27 countries (from 2020)","2016","3",11118
"294","European Union - 27 countries (from 2020)","2016","4",13004
"295","European Union - 27 countries (from 2020)","2016","5",14895
"296","European Union - 27 countries (from 2020)","2016","6",16866
"297","European Union - 27 countries (from 2020)","2016","7",19116
"298","European Union - 27 countries (from 2020)","2016","8",21998.5
"299","European Union - 27 countries (from 2020)","2016","9",26467
"300","European Union - 27 countries (from 2020)","2016","10",35904
"301","European Union - 27 countries (from 2020)","2017","1",6331
"302","European Union - 27 countries (from 2020)","2017","2",9367
"303","European Union - 27 countries (from 2020)","2017","3",11537.5
"304","European Union - 27 countries (from 2020)","2017","4",13437.5
"305","European Union - 27 countries (from 2020)","2017","5",15324
"306","European Union - 27 countries (from 2020)","2017","6",17331
"307","European Union - 27 countries (from 2020)","2017","7",19638.5
"308","European Union - 27 countries (from 2020)","2017","8",22567
"309","European Union - 27 countries (from 2020)","2017","9",27175
"310","European Union - 27 countries (from 2020)","2017","10",36817
"311","European Union - 27 countries (from 2020)","2018","1",6671
"312","European Union - 27 countries (from 2020)","2018","2",9809
"313","European Union - 27 countries (from 2020)","2018","3",12091
"314","European Union - 27 countries (from 2020)","2018","4",14080.5
"315","European Union - 27 countries (from 2020)","2018","5",16070.5
"316","European Union - 27 countries (from 2020)","2018","6",18155
"317","European Union - 27 countries (from 2020)","2018","7",20490.5
"318","European Union - 27 countries (from 2020)","2018","8",23462.5
"319","European Union - 27 countries (from 2020)","2018","9",28235.5
"320","European Union - 27 countries (from 2020)","2018","10",38550
"321","European Union - 27 countries (from 2020)","2019","1",6775
"322","European Union - 27 countries (from 2020)","2019","2",10017.5
"323","European Union - 27 countries (from 2020)","2019","3",12328
"324","European Union - 27 countries (from 2020)","2019","4",14347.5
"325","European Union - 27 countries (from 2020)","2019","5",16331
"326","European Union - 27 countries (from 2020)","2019","6",18399
"327","European Union - 27 countries (from 2020)","2019","7",20760
"328","European Union - 27 countries (from 2020)","2019","8",23757
"329","European Union - 27 countries (from 2020)","2019","9",28540.5
"330","European Union - 27 countries (from 2020)","2019","10",38755
"331","European Union - 27 countries (from 2020)","2020","1",6981
"332","European Union - 27 countries (from 2020)","2020","2",10459.5
"333","European Union - 27 countries (from 2020)","2020","3",12942.5
"334","European Union - 27 countries (from 2020)","2020","4",15098.5
"335","European Union - 27 countries (from 2020)","2020","5",17216
"336","European Union - 27 countries (from 2020)","2020","6",19471
"337","European Union - 27 countries (from 2020)","2020","7",22028
"338","European Union - 27 countries (from 2020)","2020","8",25289.5
"339","European Union - 27 countries (from 2020)","2020","9",30507.5
"340","European Union - 27 countries (from 2020)","2020","10",41675
"341","European Union - 27 countries (from 2020)","2021","1",7048
"342","European Union - 27 countries (from 2020)","2021","2",10513
"343","European Union - 27 countries (from 2020)","2021","3",12955
"344","European Union - 27 countries (from 2020)","2021","4",15134.5
"345","European Union - 27 countries (from 2020)","2021","5",17288
"346","European Union - 27 countries (from 2020)","2021","6",19569
"347","European Union - 27 countries (from 2020)","2021","7",22185.5
"348","European Union - 27 countries (from 2020)","2021","8",25490.5
"349","European Union - 27 countries (from 2020)","2021","9",30873
"350","European Union - 27 countries (from 2020)","2021","10",42088
"351","European Union - 27 countries (from 2020)","2022","1",7540
"352","European Union - 27 countries (from 2020)","2022","2",11015.5
"353","European Union - 27 countries (from 2020)","2022","3",13520
"354","European Union - 27 countries (from 2020)","2022","4",15750
"355","European Union - 27 countries (from 2020)","2022","5",17955
"356","European Union - 27 countries (from 2020)","2022","6",20312.5
"357","European Union - 27 countries (from 2020)","2022","7",22969.5
"358","European Union - 27 countries (from 2020)","2022","8",26330
"359","European Union - 27 countries (from 2020)","2022","9",31661.5
"360","European Union - 27 countries (from 2020)","2022","10",42870
"361","European Union - 28 countries (2013-2020)","2005","1",NA
"362","European Union - 28 countries (2013-2020)","2005","2",NA
"363","European Union - 28 countries (2013-2020)","2005","3",NA
"364","European Union - 28 countries (2013-2020)","2005","4",NA
"365","European Union - 28 countries (2013-2020)","2005","5",NA
"366","European Union - 28 countries (2013-2020)","2005","6",NA
"367","European Union - 28 countries (2013-2020)","2005","7",NA
"368","European Union - 28 countries (2013-2020)","2005","8",NA
"369","European Union - 28 countries (2013-2020)","2005","9",NA
"370","European Union - 28 countries (2013-2020)","2005","10",NA
"371","European Union - 28 countries (2013-2020)","2006","1",NA
"372","European Union - 28 countries (2013-2020)","2006","2",NA
"373","European Union - 28 countries (2013-2020)","2006","3",NA
"374","European Union - 28 countries (2013-2020)","2006","4",NA
"375","European Union - 28 countries (2013-2020)","2006","5",NA
"376","European Union - 28 countries (2013-2020)","2006","6",NA
"377","European Union - 28 countries (2013-2020)","2006","7",NA
"378","European Union - 28 countries (2013-2020)","2006","8",NA
"379","European Union - 28 countries (2013-2020)","2006","9",NA
"380","European Union - 28 countries (2013-2020)","2006","10",NA
"381","European Union - 28 countries (2013-2020)","2007","1",NA
"382","European Union - 28 countries (2013-2020)","2007","2",NA
"383","European Union - 28 countries (2013-2020)","2007","3",NA
"384","European Union - 28 countries (2013-2020)","2007","4",NA
"385","European Union - 28 countries (2013-2020)","2007","5",NA
"386","European Union - 28 countries (2013-2020)","2007","6",NA
"387","European Union - 28 countries (2013-2020)","2007","7",NA
"388","European Union - 28 countries (2013-2020)","2007","8",NA
"389","European Union - 28 countries (2013-2020)","2007","9",NA
"390","European Union - 28 countries (2013-2020)","2007","10",NA
"391","European Union - 28 countries (2013-2020)","2008","1",NA
"392","European Union - 28 countries (2013-2020)","2008","2",NA
"393","European Union - 28 countries (2013-2020)","2008","3",NA
"394","European Union - 28 countries (2013-2020)","2008","4",NA
"395","European Union - 28 countries (2013-2020)","2008","5",NA
"396","European Union - 28 countries (2013-2020)","2008","6",NA
"397","European Union - 28 countries (2013-2020)","2008","7",NA
"398","European Union - 28 countries (2013-2020)","2008","8",NA
"399","European Union - 28 countries (2013-2020)","2008","9",NA
"400","European Union - 28 countries (2013-2020)","2008","10",NA
"401","European Union - 28 countries (2013-2020)","2009","1",NA
"402","European Union - 28 countries (2013-2020)","2009","2",NA
"403","European Union - 28 countries (2013-2020)","2009","3",NA
"404","European Union - 28 countries (2013-2020)","2009","4",NA
"405","European Union - 28 countries (2013-2020)","2009","5",NA
"406","European Union - 28 countries (2013-2020)","2009","6",NA
"407","European Union - 28 countries (2013-2020)","2009","7",NA
"408","European Union - 28 countries (2013-2020)","2009","8",NA
"409","European Union - 28 countries (2013-2020)","2009","9",NA
"410","European Union - 28 countries (2013-2020)","2009","10",NA
"411","European Union - 28 countries (2013-2020)","2010","1",5873
"412","European Union - 28 countries (2013-2020)","2010","2",8600
"413","European Union - 28 countries (2013-2020)","2010","3",10520.5
"414","European Union - 28 countries (2013-2020)","2010","4",12243
"415","European Union - 28 countries (2013-2020)","2010","5",13965.5
"416","European Union - 28 countries (2013-2020)","2010","6",15825.5
"417","European Union - 28 countries (2013-2020)","2010","7",18014.5
"418","European Union - 28 countries (2013-2020)","2010","8",20822
"419","European Union - 28 countries (2013-2020)","2010","9",25297.5
"420","European Union - 28 countries (2013-2020)","2010","10",34691
"421","European Union - 28 countries (2013-2020)","2011","1",5905
"422","European Union - 28 countries (2013-2020)","2011","2",8636.5
"423","European Union - 28 countries (2013-2020)","2011","3",10603
"424","European Union - 28 countries (2013-2020)","2011","4",12322.5
"425","European Union - 28 countries (2013-2020)","2011","5",14064.5
"426","European Union - 28 countries (2013-2020)","2011","6",15974.5
"427","European Union - 28 countries (2013-2020)","2011","7",18174
"428","European Union - 28 countries (2013-2020)","2011","8",21013.5
"429","European Union - 28 countries (2013-2020)","2011","9",25501
"430","European Union - 28 countries (2013-2020)","2011","10",34931
"431","European Union - 28 countries (2013-2020)","2012","1",6082
"432","European Union - 28 countries (2013-2020)","2012","2",8920
"433","European Union - 28 countries (2013-2020)","2012","3",10936.5
"434","European Union - 28 countries (2013-2020)","2012","4",12721.5
"435","European Union - 28 countries (2013-2020)","2012","5",14530
"436","European Union - 28 countries (2013-2020)","2012","6",16488.5
"437","European Union - 28 countries (2013-2020)","2012","7",18734.5
"438","European Union - 28 countries (2013-2020)","2012","8",21618
"439","European Union - 28 countries (2013-2020)","2012","9",26199.5
"440","European Union - 28 countries (2013-2020)","2012","10",35658
"441","European Union - 28 countries (2013-2020)","2013","1",6069
"442","European Union - 28 countries (2013-2020)","2013","2",8928.5
"443","European Union - 28 countries (2013-2020)","2013","3",10933
"444","European Union - 28 countries (2013-2020)","2013","4",12704
"445","European Union - 28 countries (2013-2020)","2013","5",14509.5
"446","European Union - 28 countries (2013-2020)","2013","6",16450.5
"447","European Union - 28 countries (2013-2020)","2013","7",18691
"448","European Union - 28 countries (2013-2020)","2013","8",21568.5
"449","European Union - 28 countries (2013-2020)","2013","9",26173
"450","European Union - 28 countries (2013-2020)","2013","10",35664
"451","European Union - 28 countries (2013-2020)","2014","1",6095
"452","European Union - 28 countries (2013-2020)","2014","2",8996
"453","European Union - 28 countries (2013-2020)","2014","3",11114
"454","European Union - 28 countries (2013-2020)","2014","4",12969
"455","European Union - 28 countries (2013-2020)","2014","5",14831.5
"456","European Union - 28 countries (2013-2020)","2014","6",16857
"457","European Union - 28 countries (2013-2020)","2014","7",19232.5
"458","European Union - 28 countries (2013-2020)","2014","8",22229.5
"459","European Union - 28 countries (2013-2020)","2014","9",26864
"460","European Union - 28 countries (2013-2020)","2014","10",36612
"461","European Union - 28 countries (2013-2020)","2015","1",6238
"462","European Union - 28 countries (2013-2020)","2015","2",9183
"463","European Union - 28 countries (2013-2020)","2015","3",11332
"464","European Union - 28 countries (2013-2020)","2015","4",13252
"465","European Union - 28 countries (2013-2020)","2015","5",15170.5
"466","European Union - 28 countries (2013-2020)","2015","6",17225
"467","European Union - 28 countries (2013-2020)","2015","7",19606.5
"468","European Union - 28 countries (2013-2020)","2015","8",22678
"469","European Union - 28 countries (2013-2020)","2015","9",27459.5
"470","European Union - 28 countries (2013-2020)","2015","10",37369
"471","European Union - 28 countries (2013-2020)","2016","1",6223
"472","European Union - 28 countries (2013-2020)","2016","2",9408.5
"473","European Union - 28 countries (2013-2020)","2016","3",11598
"474","European Union - 28 countries (2013-2020)","2016","4",13535
"475","European Union - 28 countries (2013-2020)","2016","5",15516.5
"476","European Union - 28 countries (2013-2020)","2016","6",17622.5
"477","European Union - 28 countries (2013-2020)","2016","7",20025.5
"478","European Union - 28 countries (2013-2020)","2016","8",23081
"479","European Union - 28 countries (2013-2020)","2016","9",27860
"480","European Union - 28 countries (2013-2020)","2016","10",37732
"481","European Union - 28 countries (2013-2020)","2017","1",6590
"482","European Union - 28 countries (2013-2020)","2017","2",9704.5
"483","European Union - 28 countries (2013-2020)","2017","3",11929.5
"484","European Union - 28 countries (2013-2020)","2017","4",13895
"485","European Union - 28 countries (2013-2020)","2017","5",15875.5
"486","European Union - 28 countries (2013-2020)","2017","6",18000
